Date,Open,High,Low,Close,Volume
06/23/2022,"23.80","23.80","23.35","23.50","502,800"
06/22/2022,"24.00","24.00","23.30","23.45","30,606,100"
06/21/2022,"24.50","24.90","23.75","24.00","15,713,500"
06/20/2022,"24.50","24.90","24.20","24.35","801,800"
06/17/2022,"25.00","25.50","24.10","24.30","18,296,801"
06/16/2022,"25.50","25.80","24.50","25.05","4,425,700"
06/15/2022,"26.40","26.70","25.45","25.70","18,507,900"
06/14/2022,"26.50","27.30","26.20","26.35","5,509,800"
06/13/2022,"27.40","27.40","26.40","26.50","16,953,301"
06/10/2022,"27.80","28.00","26.60","26.70","12,130,500"
06/09/2022,"26.95","27.90","26.55","26.60","11,001,700"
06/08/2022,"26.75","27.00","26.35","26.45","10,383,400"
06/07/2022,"26.75","26.85","26.30","26.40","10,187,100"
06/06/2022,"26.85","27.05","26.30","26.35","5,323,200"
06/03/2022,"26.45","26.85","26.05","26.20","7,264,000"
06/02/2022,"26.25","26.40","25.95","26.00","7,618,600"
05/31/2022,"26.30","26.45","25.95","26.00","20,079,900"
05/30/2022,"26.80","26.80","26.00","26.25","2,565,300"
05/27/2022,"26.95","27.00","26.30","26.45","5,134,300"
05/26/2022,"26.75","27.25","26.55","26.85","15,557,000"
05/25/2022,"27.00","27.00","26.50","26.55","7,833,200"
05/24/2022,"26.50","26.90","25.50","26.35","20,684,199"
05/23/2022,"27.70","28.00","26.05","26.65","5,713,100"
